customer_id,first_name,last_name,gender,birth_date,email,city,state,loyalty_tier,loyalty_enrollment_date,credit_card_holder
21414,Anthony,Parsons,Male,1958-11-16,gregoryjensen@gmail.com,Lynnbury,WI,Gold,2011-02-14,False
21415,Kylie,Sullivan,Female,1978-09-20,melissa03@hotmail.com,Lake Jamesfurt,NC,Gold,2013-07-25,True
21416,Christina,Smith,Female,1965-08-01,mariasanchez@hotmail.com,Lynchshire,VA,Base (Blue),2012-10-11,False
21417,Kimberly,Gonzales,Female,1962-02-08,hdiaz@gmail.com,Port Aaron,WA,Gold,2014-02-19,False
21418,Diane,Brown,Female,1992-08-31,christopher34@hotmail.com,North Brittany,OR,Silver,2021-05-05,True
21419,George,Dorsey,Male,1984-09-26,andrea24@gmail.com,Laurenton,PA,Base (Blue),2013-02-09,True
21420,Amanda,Williams,Female,1987-09-17,phillipsmelanie@yahoo.com,West Daniel,PA,Silver,2016-05-24,True
21421,Ian,Stewart,Male,1974-03-12,wyoung@yahoo.com,Lopezberg,MA,Gold,2010-06-12,False
21422,Robyn,Adams,Female,1955-01-04,lauraroy@yahoo.com,New Sara,DC,Base (Blue),2025-08-05,False
21423,Jennifer,Kim,Female,1945-06-29,williamsomar@gmail.com,Martinezburgh,UT,Diamond,2011-06-14,True
21424,Teresa,Taylor,Female,1967-10-26,rachel11@gmail.com,West Pattybury,NV,Gold,2010-09-26,True
21425,Margaret,Smith,Female,1983-11-03,christophermacias@hotmail.com,Danielfurt,TN,Diamond,2024-04-25,True
21426,Gregory,Boyd,Male,1976-01-24,cameronfuentes@gmail.com,Smithton,IN,Base (Blue),2013-05-20,False
21427,Lorraine,Rasmussen,Female,2006-07-30,elizabethgrimes@hotmail.com,Maryshire,UT,Silver,2021-11-23,False
21428,Shannon,Randolph,Female,1944-08-07,jennifer29@gmail.com,Conniebury,DC,Base (Blue),2015-06-03,True
21429,Anthony,Moran,Male,1963-01-25,jacob49@hotmail.com,Port Jillton,VA,Silver,2022-09-10,False
21430,Kelly,Martinez,Female,1987-12-26,stevensryan@yahoo.com,Rodriguezmouth,MN,Platinum,2018-12-29,False
21431,Andrea,Hall,Female,1983-08-16,sullivanmichael@hotmail.com,West Ericshire,NV,Gold,2012-08-10,False
21432,Kari,Jones,Female,1948-07-22,ellisbobby@hotmail.com,Craigshire,NC,Base (Blue),2018-01-04,False
21433,Michelle,Durham,Female,1950-05-02,amysmith@hotmail.com,Michaelshire,MA,Silver,2016-10-02,True
21434,Antonio,Mitchell,Male,1960-06-05,aaron00@hotmail.com,New Evanstad,CA,Base (Blue),2014-07-02,True
21435,Zachary,Castillo,Male,1961-03-29,anthonybrock@gmail.com,Cameronville,SC,Gold,2016-04-06,False
21436,Kimberly,Love,Female,1956-02-29,jacquelinedickerson@hotmail.com,Lake Codystad,MN,Base (Blue),2012-07-29,False
21437,Robert,Mills,Male,2007-05-11,paulkelly@hotmail.com,East Brooke,CA,Silver,2016-02-17,False
21438,Mark,Page,Male,2006-03-29,mccormickdan@hotmail.com,Nguyenmouth,TN,Base (Blue),2019-06-29,False
21439,Lisa,Jones,Female,1949-12-05,rachelparker@gmail.com,East Justin,NV,Base (Blue),2020-05-28,False
21440,Gregory,Moore,Male,1981-01-23,amberpeterson@gmail.com,Danielfurt,OH,Base (Blue),2011-02-21,True
21441,Michele,Sweeney,Female,1940-11-02,xday@yahoo.com,South Joseph,SC,Base (Blue),2010-11-21,False
21442,Michael,Beasley,Male,1946-09-25,alyssa75@gmail.com,Nicholeborough,IL,Silver,2014-01-13,False
21443,Pamela,Tanner,Female,1959-06-14,kristen07@gmail.com,Stantonstad,WI,Silver,2019-02-01,False
21444,Tammy,Davis,Female,1975-09-24,omoore@yahoo.com,South Jamesview,WA,Base (Blue),2021-11-30,True
21445,Jamie,Wong,Male,1986-05-25,richard28@hotmail.com,West Nicholasmouth,DC,Silver,2018-04-18,False
21446,Connor,Moore,Male,2000-03-03,nathanielreed@hotmail.com,New Haileybury,HI,Base (Blue),2012-11-23,False
21447,Kelsey,Lewis,Other/Undisclosed,2003-01-14,jhenderson@hotmail.com,West Allison,VA,Silver,2021-08-26,True
21448,Kathleen,Cobb,Female,1964-09-23,william67@hotmail.com,West Tyler,SC,Base (Blue),2016-09-20,False
21449,Lawrence,Brown,Male,1967-11-12,tyler45@yahoo.com,East Caroline,SC,Gold,2019-03-12,True
21450,Bruce,Cooper,Male,2006-01-23,mstuart@gmail.com,Gabrielaside,WI,Base (Blue),2024-12-31,False
21451,Jessica,Robinson,Female,1948-12-08,balllisa@yahoo.com,Lake Timothy,IL,Base (Blue),2019-08-10,False
21452,Christine,Williams,Female,1960-08-03,jose66@yahoo.com,West Candacebury,AZ,Base (Blue),2016-08-14,False
21453,Eric,Brewer,Male,1947-05-05,palmerjose@gmail.com,Emilyview,IL,Base (Blue),2024-04-20,True
21454,Scott,Ramsey,Male,1984-11-23,greertimothy@yahoo.com,South Samantha,WA,Base (Blue),2014-01-10,False
21455,Maria,Cooper,Female,1996-09-28,davismichael@hotmail.com,Kelseyshire,GA,Base (Blue),2015-12-30,False
21456,David,Spence,Male,1976-04-05,tinarichardson@yahoo.com,Ramirezside,MA,Gold,2024-11-27,False
21457,Michael,Garcia,Male,1984-05-04,williamskaren@gmail.com,South Michael,AZ,Silver,2025-02-07,False
21458,Daniel,Santos,Male,1958-07-24,rlopez@yahoo.com,Charleneside,IN,Silver,2024-03-19,False
21459,Jeffrey,White,Male,1974-02-02,ballardbradley@hotmail.com,Cherylchester,TN,Base (Blue),2013-10-06,False
21460,Cody,Johnston,Male,1963-08-15,williamjohnson@yahoo.com,Hughesview,CA,Base (Blue),2011-08-20,False
21461,Jennifer,Jones,Female,1952-06-19,ojohnston@yahoo.com,Lake Annaborough,FL,Silver,2016-12-23,False
21462,Craig,Bean,Male,1970-08-23,harrischristine@hotmail.com,Erinfort,WI,Base (Blue),2024-12-16,False
21463,Erica,Reyes,Female,1974-09-08,vazquezmark@gmail.com,Lorifort,WI,Silver,2025-04-18,False
21464,William,Braun,Male,2000-12-02,shannon14@gmail.com,Huffview,DC,Base (Blue),2014-12-02,False
21465,Carlos,Grant,Male,1947-06-01,smithchristina@yahoo.com,South James,AZ,Base (Blue),2022-10-09,False
21466,Julia,Perez,Female,1979-03-26,serranoveronica@yahoo.com,New Anthonyside,UT,Platinum,2011-02-28,False
21467,Brandon,Martinez,Male,1959-10-16,michael82@yahoo.com,Georgehaven,NY,Platinum,2020-12-11,False
21468,Adam,Herrera,Male,1965-11-14,nicholas63@gmail.com,East Gerald,IL,Silver,2010-01-04,False
21469,Kristi,Pineda,Female,1963-11-27,asmith@gmail.com,Justinton,IN,Base (Blue),2018-08-02,True
21470,Ariel,Jackson,Female,1977-08-14,michael57@gmail.com,Jameschester,NC,Base (Blue),2017-07-13,True
21471,Tiffany,Sharp,Female,1978-11-25,omarryan@gmail.com,Fernandezstad,MN,Platinum,2022-01-27,False
21472,Debbie,Johnston,Female,1991-04-14,shepherdtimothy@yahoo.com,East Kyle,CO,Gold,2018-05-11,False
21473,Carol,Wallace,Female,1965-03-16,zjohnson@gmail.com,South Rodneychester,MI,Base (Blue),2012-10-06,True
21474,Denise,Leblanc,Female,1954-11-12,tjames@gmail.com,East Tylerstad,NV,Gold,2021-05-11,False
21475,Marcus,Moran,Male,2005-10-18,twhite@hotmail.com,West Brandon,IL,Base (Blue),2014-06-25,False
21476,Patricia,Stewart,Female,1947-10-06,davidmatthew@gmail.com,Blairstad,VA,Base (Blue),2023-06-23,False
21477,Derrick,Silva,Male,1952-10-05,ephillips@yahoo.com,East Christopher,NV,Base (Blue),2025-08-08,True
21478,Eugene,Miller,Male,2003-10-14,phelpsnorma@hotmail.com,Hannahborough,WA,Base (Blue),2024-05-05,False
21479,David,Wilson,Male,1955-06-27,marcpatel@gmail.com,North Charles,FL,Silver,2025-05-04,True
21480,Anthony,Howard,Male,1982-06-03,buchananjeffrey@hotmail.com,South Kenneth,IN,Base (Blue),2010-06-07,True
21481,Dawn,Sanders,Female,2007-08-10,yhouston@hotmail.com,Hughesmouth,FL,Diamond,2013-11-01,True
21482,Joshua,Moore,Male,1979-03-25,joseph06@hotmail.com,Wrightside,IN,Base (Blue),2022-06-08,True
21483,Michael,Moses,Male,1999-08-04,kristine18@gmail.com,Smithberg,IL,Gold,2015-05-06,False
21484,Kayla,Brown,Female,1985-12-10,hintondiamond@yahoo.com,Robertshire,MI,Gold,2022-10-28,True
21485,Catherine,Tucker,Female,1943-02-23,markfisher@hotmail.com,Thomasside,WA,Base (Blue),2020-12-22,True
21486,Jeffrey,Barnett,Male,1961-08-04,kevintaylor@hotmail.com,Mcclureside,NV,Silver,2023-08-06,False
21487,Jeffrey,Perry,Male,1995-03-04,beandavid@yahoo.com,Evansberg,MA,Base (Blue),2018-07-29,False
21488,Ashley,Noble,Female,1972-06-26,thomasdavis@hotmail.com,Amandastad,WI,Base (Blue),2022-10-30,True
21489,Rebecca,Strickland,Female,1982-01-16,claytonkathryn@hotmail.com,Griffithmouth,SC,Base (Blue),2013-06-03,False
21490,Wendy,Macias,Female,1959-08-05,darrell59@gmail.com,Williamsbury,FL,Gold,2014-09-23,False
21491,Rachel,Barnes,Female,1998-03-30,robert75@yahoo.com,Evansport,TX,Silver,2024-10-11,True
21492,Shawn,Washington,Male,1953-03-07,ulopez@gmail.com,Lake David,OR,Gold,2019-03-04,False
21493,Vanessa,Li,Female,2000-12-29,heather76@yahoo.com,Lewisview,SC,Base (Blue),2023-01-13,False
21494,Samantha,Banks,Female,1999-07-06,umoore@hotmail.com,East Chadland,WA,Base (Blue),2012-01-15,False
21495,Hannah,Hobbs,Female,1944-04-08,stewartian@gmail.com,Lake Williamview,IL,Base (Blue),2010-08-24,True
21496,Mary,Farrell,Female,1999-12-05,wilsonmichele@gmail.com,Rebeccaview,UT,Silver,2016-07-24,False
21497,Jessica,Fisher,Female,1984-06-02,russellhughes@gmail.com,New Katherine,WI,Base (Blue),2013-01-30,False
21498,Darius,Pearson,Male,1960-08-17,charles44@gmail.com,West Daniel,GA,Gold,2018-06-26,False
21499,Veronica,Young,Female,1997-08-17,brittanyle@gmail.com,East Ritaland,SC,Base (Blue),2021-06-16,False
21500,Allen,Hayden,Male,1966-11-10,mike47@hotmail.com,Thompsonborough,MN,Base (Blue),2025-04-30,False
21501,Heather,Hammond,Female,1998-03-29,jenniferwalker@hotmail.com,North Philiptown,PA,Base (Blue),2024-10-28,False
21502,Danielle,Perez,Female,1960-07-05,taylor01@hotmail.com,Lewisbury,NV,Base (Blue),2010-10-14,False
21503,Melissa,Hatfield,Female,1976-11-15,prestonscott@hotmail.com,Maxwellton,IL,Silver,2024-05-12,False
21504,Matthew,Allen,Male,1951-02-16,abanks@yahoo.com,South Stephenburgh,AZ,Base (Blue),2022-11-16,False
21505,Christina,Salazar,Female,1999-07-13,robert16@gmail.com,Alisonfort,NC,Silver,2018-10-29,False
21506,Julie,Young,Female,1983-04-05,sarah11@hotmail.com,West Amanda,IL,Silver,2015-08-27,True
21507,Joshua,Jones,Male,1992-10-13,normanchristopher@gmail.com,Laurenside,DC,Gold,2024-01-21,True
21508,Kelsey,Burnett,Female,1965-02-05,michaelnicole@gmail.com,Gillburgh,HI,Silver,2011-06-15,False
21509,Emily,Ross,Female,1957-06-21,williamcarr@gmail.com,Laurabury,DC,Base (Blue),2022-06-26,False
21510,Jamie,Williams,Female,2003-10-04,mbrandt@hotmail.com,Michelleburgh,DC,Silver,2013-04-22,True
21511,Christine,Miller,Female,1965-05-01,velasquezteresa@hotmail.com,Benjamintown,GA,Silver,2010-11-10,False
21512,Audrey,Meyer,Female,2007-05-28,jordanholly@gmail.com,Andrewstad,IN,Base (Blue),2014-12-28,False
21513,Kathleen,Jones,Female,1954-04-28,afuller@yahoo.com,Jaredside,MA,Base (Blue),2011-12-16,True
21514,Joshua,Young,Male,1941-11-21,littlesean@hotmail.com,North Cody,WI,Silver,2012-08-02,False
21515,Lauren,Terry,Female,1979-04-03,millermary@hotmail.com,Irwinshire,NY,Silver,2014-10-14,True
21516,Cynthia,Edwards,Female,1982-12-16,ryanperez@yahoo.com,Serranoburgh,FL,Base (Blue),2011-10-21,False
21517,Stephanie,Perry,Female,1972-08-12,pallen@hotmail.com,New Emily,MA,Base (Blue),2019-04-21,True
21518,Kristina,Simpson,Female,1971-01-05,myerskatherine@hotmail.com,Lake Amberchester,OR,Base (Blue),2013-03-07,False
21519,Christopher,Jones,Male,1984-10-10,kevin62@gmail.com,New Jacobport,TN,Silver,2016-09-11,False
21520,Andrea,Ware,Female,1953-12-28,phillip10@gmail.com,East Julie,DC,Base (Blue),2013-01-15,False
21521,Juan,Dean,Male,2001-06-01,sallen@gmail.com,Pricebury,DC,Base (Blue),2020-01-13,False
21522,Eileen,Walls,Female,1993-09-13,williamhall@hotmail.com,West Sharon,WA,Silver,2023-08-09,False
21523,David,Hawkins,Male,1997-07-30,barnestyler@yahoo.com,Christianhaven,NC,Base (Blue),2015-07-11,True
21524,Steven,Jackson,Male,2001-07-06,michael37@hotmail.com,Lake Dawnshire,TX,Base (Blue),2015-11-27,False
21525,Travis,Wright,Male,1988-01-23,heather49@gmail.com,South George,WI,Gold,2025-03-15,False
21526,Jerry,Taylor,Male,1973-12-26,judy90@gmail.com,North Maryborough,CA,Base (Blue),2020-11-28,False
21527,Deborah,Gould,Female,1956-06-03,kevinball@hotmail.com,Dennisville,CO,Base (Blue),2022-01-03,False
21528,Roy,Miller,Male,1960-01-22,ramirezjonathan@hotmail.com,Jessicastad,OH,Base (Blue),2018-03-05,False
21529,Elizabeth,Mcdonald,Female,2002-12-12,darylsmith@gmail.com,Amandafort,TN,Base (Blue),2022-07-31,True
21530,Frank,Ferguson,Male,1987-01-06,john72@yahoo.com,Simpsonstad,MI,Silver,2016-09-19,False
21531,Valerie,Phillips,Female,1998-01-02,mduncan@hotmail.com,West Joseph,SC,Diamond,2013-03-04,True
21532,Keith,Harris,Male,1972-05-02,yhenderson@gmail.com,Port Karenview,TN,Diamond,2014-01-12,False
21533,Jessica,Coleman,Female,1956-03-06,kristinfranco@hotmail.com,Phammouth,TX,Base (Blue),2022-03-26,False
21534,William,Rodriguez,Male,1952-10-16,catherine58@hotmail.com,Milesside,MI,Base (Blue),2024-02-05,False
21535,Sean,Reeves,Male,1964-06-11,martinadam@yahoo.com,New Sally,IL,Base (Blue),2021-01-02,False
21536,Kevin,Franklin,Other/Undisclosed,2005-11-24,jessicakirk@gmail.com,West Brandi,SC,Base (Blue),2017-02-17,False
21537,Steve,Cooper,Male,1968-02-13,pwilliams@gmail.com,Weeksview,VA,Base (Blue),2014-01-05,False
21538,Jennifer,Leonard,Female,1991-06-24,justinsmith@yahoo.com,Kerrtown,MI,Base (Blue),2017-04-30,False
21539,Gabrielle,Wilson,Female,2000-11-01,zcoleman@hotmail.com,Paulville,IL,Base (Blue),2012-12-12,False
21540,Jennifer,Watson,Female,2002-06-18,jameswilson@hotmail.com,East Antonio,MA,Base (Blue),2010-06-29,True
21541,Michael,Gray,Male,1999-04-21,mejiajesus@gmail.com,Nathanview,UT,Base (Blue),2021-06-02,True
21542,John,Thompson,Male,1957-05-12,darrell93@yahoo.com,Wilsonfort,UT,Base (Blue),2022-04-06,False
21543,George,Wood,Male,1983-10-27,navarrotiffany@yahoo.com,Townsendville,UT,Base (Blue),2022-07-30,True
21544,Heather,Johnson,Female,1941-11-09,diane71@hotmail.com,Barnesport,IN,Diamond,2014-05-23,False
21545,Christine,Valentine,Female,1970-01-01,tylerharris@gmail.com,Micheleberg,FL,Base (Blue),2020-10-25,False
21546,Nicole,Leon,Female,1952-08-03,robertstyler@yahoo.com,Rivasshire,UT,Base (Blue),2018-01-01,True
21547,Kerry,Mann,Male,1982-08-07,kyle54@gmail.com,West Courtney,DC,Gold,2019-03-21,True
21548,Danielle,Glenn,Female,1954-12-19,whitekim@yahoo.com,New Annport,NC,Base (Blue),2024-08-24,False
21549,Kelly,Williams,Female,1950-09-24,bellmark@hotmail.com,Huertaside,HI,Base (Blue),2012-05-20,False
21550,Carol,Horton,Female,1988-05-17,hsimmons@yahoo.com,Sabrinaview,TX,Base (Blue),2022-07-12,False
21551,Dustin,Williams,Male,1989-09-20,tbaker@hotmail.com,Richardberg,TN,Gold,2021-08-19,False
21552,Pam,Taylor,Female,1982-09-12,raymond20@hotmail.com,Brownport,NY,Base (Blue),2012-04-19,False
21553,Leslie,Bailey,Female,1967-09-22,imyers@hotmail.com,Jillianview,NV,Base (Blue),2010-02-22,True
21554,Taylor,Cordova,Other/Undisclosed,2002-07-30,stewartjennifer@gmail.com,Kylefurt,WI,Platinum,2014-08-31,False
21555,Christine,Mitchell,Female,1988-11-24,ncarey@yahoo.com,Ashleyton,MA,Silver,2015-01-14,False
21556,Kenneth,Kelley,Male,1944-03-16,yhenderson@gmail.com,North Andreabury,CA,Gold,2011-09-19,False
21557,Craig,Mcdowell,Male,1947-12-03,rcollins@yahoo.com,East Elaineside,NY,Gold,2015-08-05,False
21558,Andrew,Barry,Male,1972-06-26,natalie28@hotmail.com,West Cassandra,MN,Base (Blue),2021-07-11,False
21559,Bryan,Kelley,Male,1952-12-05,kellythornton@yahoo.com,Coreyland,NY,Base (Blue),2012-03-02,False
21560,Sean,Collins,Male,1995-10-22,vking@hotmail.com,Sheltonburgh,TN,Platinum,2019-10-22,True
21561,Renee,Taylor,Female,1955-04-19,chavezbrittany@hotmail.com,West John,OH,Gold,2011-01-19,True
21562,Mary,Hinton,Other/Undisclosed,1968-11-24,mahoneydavid@yahoo.com,Aprilhaven,CO,Silver,2010-06-28,False
21563,Kenneth,Woods,Male,2006-09-13,iyates@gmail.com,South Joburgh,DC,Gold,2017-09-18,True
21564,Rhonda,Brown,Female,1952-09-20,warrenmartha@gmail.com,Lake Jodiborough,CO,Base (Blue),2013-08-10,False
21565,Mario,Mooney,Male,1967-08-21,taylormichael@yahoo.com,Clineburgh,WI,Base (Blue),2012-03-21,False
21566,Jessica,Booker,Female,1961-05-21,rodriguezkarl@gmail.com,West Juliefurt,NY,Silver,2016-01-23,False
21567,Jessica,Hall,Female,1941-12-02,jorge81@gmail.com,Mariafort,OR,Base (Blue),2019-09-15,True
21568,Teresa,Boyer,Female,1950-06-06,wrogers@gmail.com,Kimberlyport,MI,Base (Blue),2020-07-05,False
21569,Deborah,Mason,Female,1958-10-03,glee@yahoo.com,Davidtown,OH,Silver,2025-05-14,False
21570,Damon,Sanchez,Male,1964-07-30,traceyedwards@hotmail.com,East Jamesview,UT,Base (Blue),2015-02-12,True
21571,Taylor,Bauer,Female,1961-02-12,jeffreysmith@yahoo.com,Leeberg,MA,Base (Blue),2022-06-19,False
21572,Belinda,Fox,Female,1981-04-23,henryjackson@hotmail.com,Susanhaven,HI,Base (Blue),2017-06-28,True
21573,James,Sheppard,Male,1963-07-28,bartlettcaitlin@gmail.com,South Theresahaven,MN,Gold,2012-12-08,True
21574,Susan,Rivas,Female,1945-03-02,rochachristopher@hotmail.com,Robintown,VA,Base (Blue),2018-02-08,False
21575,Jennifer,Howard,Female,2004-09-01,donald29@gmail.com,Port Briannafurt,SC,Base (Blue),2015-01-23,False
21576,Randy,Hughes,Male,1946-10-10,hbrown@hotmail.com,Sheltonshire,UT,Platinum,2014-06-28,False
21577,Justin,Thompson,Male,2001-09-13,iharmon@yahoo.com,Port Meredith,PA,Gold,2022-06-27,False
21578,Jessica,Lang,Female,2000-02-24,nsimpson@gmail.com,Hughesview,UT,Silver,2016-11-08,False
21579,William,English,Male,1944-01-16,michael03@yahoo.com,Millertown,CA,Base (Blue),2010-10-07,False
21580,Michael,Huff,Male,2008-07-10,marnold@gmail.com,New Audrey,NV,Gold,2010-08-04,False
21581,Judy,Kim,Female,1983-08-16,paul24@yahoo.com,East Juanhaven,VA,Silver,2019-12-25,False
21582,Jessica,Sanders,Female,1993-01-10,zsanchez@yahoo.com,Michelebury,TX,Gold,2024-12-13,False
21583,Scott,Jones,Male,1978-05-26,wmorales@hotmail.com,Davischester,MA,Gold,2013-12-23,False
21584,Jessica,Harvey,Female,1947-03-16,rebeccacunningham@yahoo.com,Nixonborough,MI,Gold,2020-02-10,False
21585,Angelica,Serrano,Female,1944-09-28,dwatts@yahoo.com,Lake Charles,AZ,Base (Blue),2014-01-18,False
21586,Brittany,Williams,Female,1969-10-15,ccooke@yahoo.com,North Elizabethstad,MI,Base (Blue),2018-06-24,False
21587,Jeff,Peterson,Male,1967-09-03,keithcunningham@hotmail.com,Larsonport,WI,Base (Blue),2021-06-11,False
21588,Misty,Williams,Female,1981-07-06,nburnett@yahoo.com,Colemanville,MN,Silver,2014-04-15,False
21589,Cody,Holmes,Male,1946-04-06,lfox@hotmail.com,New Melissa,MN,Silver,2019-10-13,True
21590,William,Rivera,Male,1942-02-24,jessicalutz@gmail.com,North Amanda,IN,Silver,2016-03-08,False
21591,Ashley,Carroll,Female,1940-08-08,mallory12@yahoo.com,Port Michelle,OH,Silver,2019-09-26,False
21592,Benjamin,Gray,Male,2001-03-27,mrobinson@yahoo.com,Adamhaven,IN,Platinum,2020-11-15,True
21593,James,Marquez,Male,1947-06-20,ureyes@gmail.com,Martinshire,DC,Base (Blue),2018-03-15,False
21594,Courtney,Benson,Female,1993-02-16,martinezashley@gmail.com,Port Margaret,PA,Base (Blue),2013-12-15,True
21595,Luis,Franklin,Male,1990-06-13,jeremy71@hotmail.com,Dannychester,IN,Base (Blue),2023-04-16,False
21596,Jeffrey,Tyler,Male,2007-06-13,ronald56@yahoo.com,West Sandraview,TX,Base (Blue),2014-06-30,False
21597,Mary,Dyer,Female,1952-08-23,kmason@hotmail.com,Henryfort,NV,Gold,2020-05-30,True
21598,Daniel,Roberts,Male,1981-10-09,ashleylawrence@gmail.com,Lake Samanthafurt,NY,Base (Blue),2022-01-21,False
21599,Mary,Gardner,Female,2005-10-02,ffigueroa@yahoo.com,Davidsonfort,CO,Base (Blue),2024-09-30,False
21600,Stacy,White,Female,1973-12-11,john95@hotmail.com,East Misty,DC,Base (Blue),2024-09-20,False
21601,Karen,Burke,Female,1943-10-03,thomassnyder@hotmail.com,Susanhaven,AZ,Base (Blue),2017-12-31,False
21602,Caleb,Alvarez,Male,1960-02-06,csmith@yahoo.com,Charlesmouth,IN,Gold,2010-02-20,True
21603,Sara,Lee,Female,2001-01-04,jessehanson@gmail.com,Wardburgh,OR,Base (Blue),2020-03-18,False
21604,Kevin,Wagner,Male,1979-11-14,andrew15@yahoo.com,Leefort,WI,Silver,2024-12-23,True
21605,Richard,Mccullough,Male,1998-12-22,vparks@hotmail.com,West Rebecca,DC,Base (Blue),2022-05-21,True
21606,Nicole,Rogers,Female,1950-07-31,erica99@hotmail.com,Mcintoshside,GA,Base (Blue),2022-09-07,False
21607,Mike,Thompson,Male,1992-11-14,nfoster@gmail.com,Port Alisonchester,GA,Base (Blue),2024-11-02,False
21608,Cody,Bush,Male,1974-01-22,herreramichael@gmail.com,South Katiemouth,WA,Base (Blue),2022-11-23,False
21609,Chad,Moore,Male,1974-07-30,uestes@yahoo.com,Sarahstad,UT,Base (Blue),2014-01-05,False
21610,Daniel,Rodriguez,Other/Undisclosed,1977-08-17,martinmichael@yahoo.com,North Nicolestad,GA,Silver,2015-09-14,False
21611,Daniel,Nelson,Male,1993-05-24,gibsonpatrick@yahoo.com,Brittanyside,GA,Base (Blue),2025-11-18,True
21612,Vincent,Gordon,Male,1951-05-22,meganmorton@gmail.com,Kelleyhaven,HI,Base (Blue),2012-05-11,False
21613,Brenda,Mejia,Female,1978-04-11,eknight@yahoo.com,North Kaitlynchester,NY,Silver,2017-04-21,True
21614,Joshua,Gross,Male,2000-05-30,nfields@hotmail.com,Garrisonburgh,TX,Base (Blue),2011-02-07,True
21615,Jason,Salazar,Male,1974-02-17,frogers@yahoo.com,Brianview,IN,Gold,2016-10-27,False
21616,Chelsea,Johnson,Female,1992-08-07,karlgutierrez@gmail.com,East Alexa,AZ,Silver,2022-06-12,False
21617,Nicole,Bullock,Female,1992-07-15,matthewsmelissa@hotmail.com,North Amandaville,NY,Base (Blue),2021-03-29,False
21618,Elizabeth,Morgan,Female,1961-12-13,stevenallen@yahoo.com,East Amanda,OR,Gold,2020-02-24,False
21619,Lindsay,Williams,Female,2008-05-01,lucastiffany@hotmail.com,Kevinstad,CA,Base (Blue),2019-12-22,False
21620,Kathleen,Delgado,Female,1940-09-08,kyliehodge@hotmail.com,Lindseyhaven,OH,Base (Blue),2023-01-03,False
21621,Wayne,Wilson,Male,1993-10-06,averyjoshua@yahoo.com,Jennymouth,DC,Base (Blue),2014-01-26,False
21622,Christopher,Austin,Male,2007-10-27,kelly43@yahoo.com,Meganmouth,GA,Silver,2020-11-25,False
21623,Patricia,Johnson,Female,2003-08-06,mariaramos@yahoo.com,Smithfort,MA,Base (Blue),2010-09-01,False
21624,Jennifer,Johnson,Female,1973-10-09,jeffreypeters@gmail.com,Jonathanchester,TN,Gold,2015-10-24,False
21625,April,White,Female,1945-06-24,nathan10@yahoo.com,East Tony,NV,Base (Blue),2022-03-31,False
21626,Anthony,Peterson,Male,1980-09-03,lawrenceeric@gmail.com,West Pamelabury,TX,Base (Blue),2015-07-18,False
21627,Sarah,Rosales,Female,1991-06-24,fstewart@gmail.com,New Meganborough,PA,Gold,2020-09-24,False
21628,Laura,Perez,Female,1943-11-18,jose09@yahoo.com,Lake Jasontown,VA,Base (Blue),2010-05-02,False
21629,Vincent,Mcdonald,Male,1977-09-15,ataylor@gmail.com,Evansshire,TN,Base (Blue),2021-12-02,True
21630,Victor,Lutz,Male,1961-11-08,hday@gmail.com,Lake Alexander,PA,Silver,2012-05-12,False
21631,Christina,Lucas,Female,1990-03-15,lisanelson@gmail.com,Bakerborough,NC,Base (Blue),2021-02-04,True
21632,Jennifer,Baker,Female,1958-09-03,dthompson@hotmail.com,West Williamland,WI,Gold,2020-11-27,False
21633,Joe,Gordon,Male,1996-05-11,elliottadam@yahoo.com,Jeffersonshire,IL,Base (Blue),2017-04-10,False
21634,John,Stephens,Male,1961-01-23,michaelhuffman@hotmail.com,Lisastad,OH,Silver,2018-08-10,False
21635,Rebecca,Shelton,Female,1961-01-13,lbarnett@yahoo.com,North Davidside,NY,Base (Blue),2014-11-13,False
21636,Stephen,Campbell,Male,1944-01-12,swilliams@gmail.com,Williamsstad,WI,Silver,2010-12-22,True
21637,Alexa,Miller,Female,1957-05-09,vweaver@hotmail.com,North Holly,AZ,Platinum,2011-03-25,False
21638,Angela,Gonzalez,Female,1999-10-05,smithcameron@yahoo.com,Oliviashire,GA,Base (Blue),2021-03-23,False
21639,Brittany,Ross,Female,1979-06-06,aaronfrazier@yahoo.com,Dorseyshire,OH,Silver,2013-07-29,False
21640,Gary,Wise,Male,1955-08-24,alexandra70@gmail.com,Lamstad,SC,Base (Blue),2010-07-03,False
21641,Antonio,Payne,Male,1967-01-01,melanielynch@hotmail.com,East Amandafurt,UT,Silver,2017-07-29,True
21642,Sarah,Johnson,Female,1965-06-13,armstrongamanda@gmail.com,Deniseshire,NV,Base (Blue),2010-08-02,False
21643,John,Bates,Male,1942-08-17,meredithwalker@gmail.com,Blackville,FL,Base (Blue),2010-12-24,False
21644,Jennifer,Doyle,Female,1967-05-02,julialopez@gmail.com,Paulburgh,OH,Base (Blue),2020-10-07,False
21645,Karen,Woods,Female,1965-04-05,andrewhenderson@gmail.com,Jonesville,FL,Silver,2023-12-20,True
21646,Thomas,Williams,Male,1964-04-12,jamesbrown@yahoo.com,Archerport,CA,Base (Blue),2023-04-10,True
21647,Lori,Reed,Female,1997-01-08,vasquezpatricia@hotmail.com,West Alicia,MI,Base (Blue),2023-05-29,False
